级别,词语,词性,HSK词语级别,官方教材UNIT,级别相关场景
124,邮件,N,3,HSK3 UNIT11,日常用语
124,电子邮件,N,3,HSK3 UNIT11,日常用语
124,习惯,V,3,HSK3 UNIT11,日常用语
124,太阳,N,3,HSK3 UNIT12,出行
125,西边,N,3,HSK3 UNIT12,出行
125,行李,N,3,HSK3 UNIT12,出行
126,行李箱,N,3,HSK3 UNIT12,出行
126,自己,PRON,3,HSK3 UNIT12,出行
126,包裹,N,3,HSK3 UNIT12,出行
126,发现,V,3,HSK3 UNIT12,出行
127,护照,N,3,HSK3 UNIT12,出行
127,起飞,V,3,HSK3 UNIT12,出行
127,司机,N,3,HSK3 UNIT12,出行
127,教学生,V,3,HSK3 UNIT12,出行
128,画画,V,3,HSK3 UNIT12,出行
128,需要,V,3,HSK3 UNIT12,出行
128,黑板,N,3,HSK3 UNIT12,出行
128,终于,ADV,3,HSK3 UNIT13,日常用语
129,爷爷,N,3,HSK3 UNIT13,日常用语
129,礼物,N,3,HSK3 UNIT13,日常用语
129,奶奶,N,3,HSK3 UNIT13,日常用语
130,一边,N,3,HSK3 UNIT13,日常用语
130,过去,N,3,HSK3 UNIT13,日常用语
130,一般,ADJ,3,HSK3 UNIT13,日常用语
130,遇到,V,3,HSK3 UNIT13,日常用语
130,愿意,V,3,HSK3 UNIT13,日常用语
131,起来,V,3,HSK3 UNIT13,日常用语
131,应该,V,3,HSK3 UNIT13,日常用语
131,生活,N,3,HSK3 UNIT13,日常用语
131,校长,N,3,HSK3 UNIT13,日常用语
132,累坏了,ADJ,3,HSK3 UNIT13,日常用语
132,经常,ADV,3,HSK3 UNIT13,日常用语
132,打扫,V,3,HSK3 UNIT14,日常用语
133,冰箱,N,3,HSK3 UNIT14,日常用语
133,干净,ADJ,3,HSK3 UNIT14,日常用语
133,然后,CONJ,3,HSK3 UNIT14,日常用语
134,洗澡,V,3,HSK3 UNIT14,日常用语
134,节目,N,3,HSK3 UNIT14,日常用语
134,月亮,N,3,HSK3 UNIT14,日常用语
135,盘子,N,3,HSK3 UNIT14,日常用语
135,刮风,V,3,HSK3 UNIT14,日常用语
135,叔叔,N,3,HSK3 UNIT14,日常用语
135,好像,V,3,HSK3 UNIT14,日常用语
136,菜单,N,3,HSK3 UNIT14,日常用语
136,阿姨,N,3,HSK3 UNIT14,日常用语
136,故事,N,3,HSK3 UNIT14,日常用语
136,声音,N,3,HSK3 UNIT14,日常用语
137,简单,ADJ,3,HSK3 UNIT14,日常用语
137,香蕉,N,3,HSK3 UNIT14,日常用语
137,留学,V,3,HSK3 UNIT15,日常用语
138,水平,N,3,HSK3 UNIT15,日常用语
138,提高,V,3,HSK3 UNIT15,日常用语
138,练习,V,3,HSK3 UNIT15,日常用语
138,完成,V,3,HSK3 UNIT15,日常用语
139,句子,N,3,HSK3 UNIT15,日常用语
139,其他,N,3,HSK3 UNIT15,日常用语
139,发邮件,V,3,HSK3 UNIT15,日常用语
140,注意,V,3,HSK3 UNIT15,日常用语
140,上网,V,3,HSK3 UNIT15,日常用语
140,要求,N,3,HSK3 UNIT15,日常用语
141,除了,PREP,3,HSK3 UNIT15,日常用语
141,新闻,N,3,HSK3 UNIT15,日常用语
141,花钱,V,3,HSK3 UNIT15,日常用语
141,极了,ADV,3,HSK3 UNIT15,日常用语
141,节日,N,3,HSK3 UNIT15,日常用语
141,上网,N,3,HSK3 UNIT15,日常用语
142,世界,N,3,HSK3 UNIT15,日常用语
142,街道,N,3,HSK3 UNIT15,日常用语
142,举行,V,3,HSK3 UNIT15,日常用语
143,各个,PRON,3,HSK3 UNIT15,日常用语
143,文化,N,3,HSK3 UNIT15,日常用语
143,城市,N,3,HSK3 UNIT16,日常用语
144,如果,CONJ,3,HSK3 UNIT16,日常用语
144,认为,V,3,HSK3 UNIT16,日常用语
144,皮鞋,N,3,HSK3 UNIT16,日常用语
145,帽子,N,3,HSK3 UNIT16,日常用语
145,长高,V,3,HSK3 UNIT16,日常用语
145,可爱,ADJ,3,HSK3 UNIT16,日常用语
145,一米,N,3,HSK3 UNIT16,日常用语
146,鼻子,N,3,HSK3 UNIT16,日常用语
146,头发,N,3,HSK3 UNIT16,日常用语
146,公斤,N,3,HSK3 UNIT16,日常用语
147,检查,V,3,HSK3 UNIT16,日常用语
147,刷牙,V,3,HSK3 UNIT16,日常用语
148,词语,N,3,HSK3 UNIT16,日常用语
148,别人,N,3,HSK3 UNIT16,日常用语
148,请假,V,3,HSK3 UNIT17,请病假
149,一共,ADV,3,HSK3 UNIT17,请病假
149,邻居,N,3,HSK3 UNIT17,请病假
149,后来,N,3,HSK3 UNIT17,请病假
150,办法,N,3,HSK3 UNIT17,请病假
150,吃饱,ADJ,3,HSK3 UNIT17,请病假
150,为了,PREP,3,HSK3 UNIT17,请病假
150,决定,V,3,HSK3 UNIT17,请病假
150,选择,V,3,HSK3 UNIT17,请病假
151,冬天,N,3,HSK3 UNIT17,请病假
151,必须,ADV,3,HSK3 UNIT17,请病假
151,根据,PREP,3,HSK3 UNIT17,请病假
152,口渴,V,3,HSK3 UNIT17,请病假
152,情况,N,3,HSK3 UNIT17,请病假
152,向你,PREP,3,HSK3 UNIT18,日常对话
153,五万,NUM,3,HSK3 UNIT18,日常对话
153,一只,QTY,3,HSK3 UNIT18,日常对话
153,嘴巴,N,3,HSK3 UNIT18,日常对话
153,动物,N,3,HSK3 UNIT18,日常对话
153,一段,QTY,3,HSK3 UNIT18,日常对话
153,不但,CONJ,3,HSK3 UNIT18,日常对话
154,而且,CONJ,3,HSK3 UNIT18,日常对话
154,有名,N,3,HSK3 UNIT18,日常对话
154,同意,V,3,HSK3 UNIT18,日常对话
154,相信,V,3,HSK3 UNIT18,日常对话
155,关于,PREP,3,HSK3 UNIT18,日常对话
155,机会,N,3,HSK3 UNIT18,日常对话
155,国家,N,3,HSK3 UNIT18,日常对话
156,每种,QTY,3,HSK3 UNIT18,日常对话
156,奇怪,ADJ,3,HSK3 UNIT18,日常对话
156,她的,AUX,3,HSK3 UNIT18,日常对话
156,特点,N,3,HSK3 UNIT18,日常对话
156,耳朵,N,3,HSK3 UNIT19,五官
157,脸上,N,3,HSK3 UNIT19,五官
157,短发,ADJ,3,HSK3 UNIT19,五官
157,骑马,N,3,HSK3 UNIT19,五官
157,几张,QTY,3,HSK3 UNIT19,五官
157,一位,QTY,3,HSK3 UNIT19,五官
158,蓝西服,ADJ,3,HSK3 UNIT19,五官
158,秋天,N,3,HSK3 UNIT19,五官
158,过完,V,3,HSK3 UNIT19,五官
158,鸟叫,N,3,HSK3 UNIT19,五官
158,哭声,V,3,HSK3 UNIT19,五官
159,黄河,N,3,HSK3 UNIT19,五官
159,船上,N,3,HSK3 UNIT19,五官
159,经过,V,3,HSK3 UNIT19,五官
159,照相,V,3,HSK3 UNIT20,日常对话
160,相机,N,3,HSK3 UNIT20,日常对话
160,被拿走,PREP,3,HSK3 UNIT20,日常对话
160,难过,ADJ,3,HSK3 UNIT20,日常对话
160,东门,N,3,HSK3 UNIT20,日常对话
160,信用,N,3,HSK3 UNIT20,日常对话
161,成绩,N,3,HSK3 UNIT20,日常对话
161,信用卡,N,3,HSK3 UNIT20,日常对话
161,只有,CONJ,3,HSK3 UNIT20,日常对话
161,才是,CONJ,3,HSK3 UNIT20,日常对话
162,拿碗,N,3,HSK3 UNIT20,日常对话
162,分出,V,3,HSK3 UNIT20,日常对话
162,解决,V,3,HSK3 UNIT20,日常对话
162,试着,V,3,HSK3 UNIT20,日常对话
163,多么,ADV,3,HSK3 UNIT20,日常对话
163,真正,ADV,3,HSK3 UNIT20,日常对话
163,法律,N,4.1,HSK4上 UNITI,爱情
164,你俩,NUM,4.1,HSK4上 UNITI,爱情
164,印象,N,4.1,HSK4上 UNITI,爱情
164,很深,ADJ,4.1,HSK4上 UNITI,爱情
164,熟悉,V,4.1,HSK4上 UNITI,爱情
165,不仅,CONJ,4.1,HSK4上 UNITI,爱情
165,性格,N,4.1,HSK4上 UNITI,爱情
167,玩笑,V,4.1,HSK4上 UNITI,爱情
167,从来,ADV,4.1,HSK4上 UNITI,爱情
167,共同,ADJ,4.1,HSK4上 UNITI,爱情
167,最好,ADV,4.1,HSK4上 UNITI,爱情
168,适合,V,4.1,HSK4上 UNITI,爱情
168,幸福,ADJ,4.1,HSK4上 UNITI,爱情
169,刚结婚,ADV,4.1,HSK4上 UNITI,爱情
169,浪漫,ADJ,4.1,HSK4上 UNITI,爱情
169,不够,V,4.1,HSK4上 UNITI,爱情
169,生活,V,4.1,HSK4上 UNITI,爱情
170,羡慕,V,4.1,HSK4上 UNIT1,爱情
170,缺点,N,4.1,HSK4上 UNITI,爱情
170,接受,V,4.1,HSK4上 UNITI,爱情
171,爱情,N,4.1,HSK4上 UNIT1,爱情
171,星星,N,4.1,HSK4上 UNIT1,爱情
171,即使,CONJ,4.1,HSK4上 UNIT1,爱情
172,加班,V,4.1,HSK4上 UNIT1,爱情
172,亮灯,V,4.1,HSK4上 UNIT1,爱情
172,感动,V,4.1,HSK4上 UNIT1,爱情
172,自然,ADV,4.1,HSK4上 UNIT1,爱情
173,原因,N,4.1,HSK4上 UNIT1,爱情
173,互相,ADV,4.1,HSK4上 UNIT1,爱情
173,吸引,V,4.1,HSK4上 UNIT1,爱情
174,幽默,ADJ,4.1,HSK4上 UNIT1,爱情
174,脾气,N,4.1,HSK4上 UNIT1,爱情
174,适应,V,4.1,HSK4上 UNIT2,朋友
175,交朋友,V,4.1,HSK4上 UNIT2,朋友
175,平时,N,4.1,HSK4上 UNIT2,朋友
175,逛街,V,4.1,HSK4上 UNIT2,朋友
175,短信,N,4.1,HSK4上 UNIT2,朋友
176,正好,ADV,4.1,HSK4上 UNIT2,朋友
176,聚会,V,4.1,HSK4上 UNIT2,朋友
177,毕业,V,4.1,HSK4上 UNIT2,朋友
177,联系,V,4.1,HSK4上 UNIT2,朋友
177,差,V,4.1,HSK4上 UNIT2,朋友
177,差不多,ADV,4.1,HSK4上 UNIT2,朋友
177,专门,ADV,4.1,HSK4上 UNIT2,朋友
177,聚会,N,4.1,HSK4上 UNIT2,朋友
178,毕业,N,4.1,HSK4上 UNIT2,朋友
178,麻烦,V,4.1,HSK4上 UNIT2,朋友
178,上海,PN,4.1,HSK4上 UNIT2,朋友
179,重新,ADV,4.1,HSK4上 UNIT2,朋友
179,尽管,CONJ,4.1,HSK4上 UNIT2,朋友
179,好像,ADV,4.1,HSK4上 UNIT2,朋友
180,友谊,N,4.1,HSK4上 UNIT2,朋友
180,真正,ADJ,4.1,HSK4上 UNIT2,朋友
181,丰富,V,4.1,HSK4上 UNIT2,朋友
181,无聊,ADJ,4.1,HSK4上 UNIT2,朋友
181,讨厌,V,4.1,HSK4上 UNIT2,朋友
181,却很,ADV,4.1,HSK4上 UNIT2,朋友
182,周围,N,4.1,HSK4上 UNIT2,朋友
182,交流,V,4.1,HSK4上 UNIT2,朋友
182,理解,V,4.1,HSK4上 UNIT2,朋友
183,镜子,N,4.1,HSK4上 UNIT2,朋友
183,而我,CONJ,4.1,HSK4上 UNIT2,朋友
183,当你,PREP,4.1,HSK4上 UNIT2,朋友
183,困难,N,4.1,HSK4上 UNIT2,朋友
184,及时,ADV,4.1,HSK4上 UNIT2,朋友
184,陪伴,V,4.1,HSK4上 UNIT2,朋友
185,挺容易,ADV,4.1,HSK4上 UNIT3,朋友
185,紧张,ADJ,4.1,HSK4上 UNIT3,招聘
185,信心,N,4.1,HSK4上 UNIT3,招聘
185,能力,N,4.1,HSK4上 UNIT3,招聘
185,招聘,V,4.1,HSK4上 UNIT3,招聘
186,提供,V,4.1,HSK4上 UNIT3,招聘
186,负责,V,4.1,HSK4上 UNIT3,招聘
187,本来,ADV,4.1,HSK4上 UNIT3,招聘
187,应聘,V,4.1,HSK4上 UNIT3,招聘
187,材料,N,4.1,HSK4上 UNIT3,招聘
187,负责,N,4.1,HSK4上 UNIT3,招聘
188,符合,V,4.1,HSK4上 UNIT3,招聘
188,通知,N,4.1,HSK4上 UNIT3,招聘
189,律师,N,4.1,HSK4上 UNIT3,招聘
189,专业,N,4.1,HSK4上 UNIT3,招聘
189,另外,CONJ,4.1,HSK4上 UNIT3,招聘
190,咱们,PRON,4.1,HSK4上 UNIT3,招聘
190,安排,V,4.1,HSK4上 UNIT3,招聘
190,收入,N,4.1,HSK4上 UNIT3,招聘
190,首先,PRON,4.1,HSK4上 UNIT3,招聘
191,正式,ADJ,4.1,HSK4上 UNIT3,招聘
191,留下,V,4.1,HSK4上 UNIT3,招聘
191,其次,PRON,4.1,HSK4上 UNIT3,招聘
191,诚实,ADJ,4.1,HSK4上 UNIT3,招聘
191,改变,V,4.1,HSK4上 UNIT3,招聘
192,感觉,N,4.1,HSK4上 UNIT3,招聘
192,判断,V,4.1,HSK4上 UNIT3,招聘
192,顾客,N,4.1,HSK4上 UNIT3,招聘
192,准时,ADJ,4.1,HSK4上 UNIT3,招聘
193,不管,CONJ,4.1,HSK4上 UNIT3,招聘
193,与别人,PHR,4.1,HSK4上 UNIT3,招聘
193,约会,V,4.1,HSK4上 UNIT3,招聘
194,安全,ADV,4.1,HSK4上 UNIT4,赚钱
194,调查,V,4.1,HSK4上 UNIT4,赚钱
194,别提了,V,4.1,HSK4上 UNIT4,赚钱
194,以为,V,4.1,HSK4上 UNIT4,赚钱
194,那份,QTY,4.1,HSK4上 UNIT4,赚钱
194,赚钱,V,4.1,HSK4上 UNIT4,赚钱
195,原来,ADJ,4.1,HSK4上 UNIT4,赚钱
195,计划,N,4.1,HSK4上 UNIT4,赚钱
195,提前,V,4.1,HSK4上 UNIT4,赚钱
195,保证,V,4.1,HSK4上 UNIT4,赚钱
196,提醒,V,4.1,HSK4上 UNIT4,赚钱
196,手忙脚乱,ADJ,4.1,HSK4上 UNIT4,赚钱
197,生意,N,4.1,HSK4上 UNIT4,赚钱
197,谈成了,V,4.1,HSK4上 UNIT4,赚钱
197,并不,ADV,4.1,HSK4上 UNIT4,赚钱
197,积累,V,4.1,HSK4上 UNIT4,赚钱
198,经验,N,4.1,HSK4上 UNIT4,赚钱
198,一切,PRON,4.1,HSK4上 UNIT4,赚钱
199,按照,PREP,4.1,HSK4上 UNIT4,赚钱
199,成功,ADJ,4.1,HSK4上 UNIT4,赚钱
199,顺利,ADJ,4.1,HSK4上 UNIT4,赚钱
199,感谢,V,4.1,HSK4上 UNIT4,赚钱
200,按时,ADV,4.1,HSK4上 UNIT4,赚钱
200,奖金,N,4.1,HSK4上 UNIT4,赚钱
200,工资,N,4.1,HSK4上 UNIT4,赚钱
200,消息,N,4.1,HSK4上 UNIT4,赚钱
201,方法,N,4.1,HSK4上 UNIT4,赚钱
201,知识,N,4.1,HSK4上 UNIT4,赚钱
202,不得不,ADV,4.1,HSK4上 UNIT4,赚钱
202,甚至,CONJ,4.1,HSK4上 UNIT4,赚钱
202,责任,N,4.1,HSK4上 UNIT4,赚钱
202,家具,N,4.1,HSK4上 UNIT5,买东西
203,沙发,N,4.1,HSK4上 UNIT5,买东西
203,打折,V,4.1,HSK4上 UNIT5,买东西
203,价格,N,4.1,HSK4上 UNIT5,买东西
203,质量,N,4.1,HSK4上 UNIT5,买东西
204,肯定,ADV,4.1,HSK4上 UNIT5,买东西
204,流行,V,4.1,HSK4上 UNIT5,买东西
204,顺便,ADV,4.1,HSK4上 UNIT5,买东西
205,一台,QTY,4.1,HSK4上 UNIT5,买东西
205,光买,ADV,4.1,HSK4上 UNIT5,买东西
205,实在,ADV,4.1,HSK4上 UNIT5,买东西
205,制冷,V,4.1,HSK4上 UNIT5,买东西
206,效果,N,4.1,HSK4上 UNIT5,买东西
206,现金,N,4.1,HSK4上 UNIT5,买东西
206,邀请,V,4.1,HSK4上 UNIT5,买东西
206,制冷,ADJ,4.1,HSK4上 UNIT5,买东西
207,葡萄,N,4.1,HSK4上 UNIT5,买东西
207,艺术,N,4.1,HSK4上 UNIT5,买东西
207,广告,N,4.1,HSK4上 UNIT5,买东西
207,味道,N,4.1,HSK4上 UNIT5,买东西
208,优点,N,4.1,HSK4上 UNIT5,买东西
208,实际,N,4.1,HSK4上 UNIT5,买东西
208,考虑,V,4.1,HSK4上 UNIT5,买东西
209,标准,N,4.1,HSK4上 UNIT5,买东西
209,样子,N,4.1,HSK4上 UNIT5,买东西
210,浪费,V,4.1,HSK4上 UNIT5,买东西
210,购物,V,4.1,HSK4上 UNIT5,买东西
210,年龄,N,4.1,HSK4上 UNIT5,买东西
210,尤其,ADV,4.1,HSK4上 UNIT5,买东西
211,受到,V,4.1,HSK4上 UNIT5,买东西
211,任何,PRON,4.1,HSK4上 UNIT5,买东西
211,寄到,V,4.1,HSK4上 UNIT5,买东西
211,果汁,N,4.1,HSK4上 UNIT6,买东西
212,售货员,N,4.1,HSK4上 UNIT6,买东西
212,袜子,N,4.1,HSK4上 UNIT6,买东西
212,打扰,V,4.1,HSK4上 UNIT6,买东西
212,竟然,ADV,4.1,HSK4上 UNIT6,买东西
212,西红柿,N,4.1,HSK4上 UNIT6,买东西
213,百分之,PHR,4.1,HSK4上 UNIT6,买东西
213,两倍,QTY,4.1,HSK4上 UNIT6,买东西
213,皮肤,N,4.1,HSK4上 UNIT6,买东西
214,好处,N,4.1,HSK4上 UNIT6,买东西
214,尝尝,V,4.1,HSK4上 UNIT6,买东西
214,轻一点,ADJ,4.1,HSK4上 UNIT6,买东西
215,方面,N,4.1,HSK4上 UNIT6,买东西
215,值得,V,4.1,HSK4上 UNIT6,买东西
215,活动,N,4.1,HSK4上 UNIT6,买东西
216,一年内,N,4.1,HSK4上 UNIT6,买东西
216,免费,V,4.1,HSK4上 UNIT6,买东西
216,修理,V,4.1,HSK4上 UNIT6,买东西
216,支持,V,4.1,HSK4上 UNIT6,买东西
217,满100元,V,4.1,HSK4上 UNIT6,买东西
217,其中,N,4.1,HSK4上 UNIT6,买东西
217,举行,V,4.1,HSK4上 UNIT6,买东西
218,小说,N,4.1,HSK4上 UNIT6,买东西
218,会员,N,4.1,HSK4上 UNIT6,买东西
218,会员卡,N,4.1,HSK4上 UNIT6,买东西
218,所有,ADJ,4.1,HSK4上 UNIT6,买东西
218,获得,V,4.1,HSK4上 UNIT6,买东西
218,情况,N,4.1,HSK4上 UNIT6,买东西
219,例如,V,4.1,HSK4上 UNIT6,买东西
219,举办,V,4.1,HSK4上 UNIT6,买东西
219,各种各样,PRON,4.1,HSK4上 UNIT6,买东西
219,降,V,4.1,HSK4上 UNIT6,买东西
219,降低,V,4.1,HSK4上 UNIT6,买东西
219,流血,V,4.1,HSK4上 UNIT7,身体状况
220,擦擦,V,4.1,HSK4上 UNIT7,身体状况
220,气候,N,4.1,HSK4上 UNIT7,身体状况
220,估计,V,4.1,HSK4上 UNIT7,身体状况
220,咳嗽,V,4.1,HSK4上 UNIT7,身体状况
220,流血,N,4.1,HSK4上 UNIT7,身体状况
221,抽烟,V,4.1,HSK4上 UNIT7,身体状况
221,严重,ADJ,4.1,HSK4上 UNIT7,身体状况
221,窗户,N,4.1,HSK4上 UNIT7,身体状况
221,空气,N,4.1,HSK4上 UNIT7,身体状况
222,动作,N,4.1,HSK4上 UNIT7,身体状况
222,很帅,ADJ,4.1,HSK4上 UNIT7,身体状况
222,出现,V,4.1,HSK4上 UNIT7,身体状况
222,后悔,V,4.1,HSK4上 UNIT7,身体状况
223,大夫,ADJ,4.1,HSK4上 UNIT7,身体状况
223,来不及,V,4.1,HSK4上 UNIT7,身体状况
223,反对,V,4.1,HSK4上 UNIT7,身体状况
224,大夫,N,4.1,HSK4上 UNIT7,身体状况
224,植物,N,4.1,HSK4上 UNIT7,身体状况
224,研究,V,4.1,HSK4上 UNIT7,身体状况
224,超过,V,4.1,HSK4上 UNIT7,身体状况
224,散步,V,4.1,HSK4上 UNIT7,身体状况
224,是指,V,4.1,HSK4上 UNIT7,身体状况
225,教授,N,4.1,HSK4上 UNIT7,身体状况
225,数字,N,4.1,HSK4上 UNIT7,身体状况
225,精神,N,4.1,HSK4上 UNIT7,身体状况
226,说明,V,4.1,HSK4上 UNIT7,身体状况
226,要是,CONJ,4.1,HSK4上 UNIT7,身体状况
226,既要,ADV,4.1,HSK4上 UNIT7,身体状况
227,减肥,V,4.1,HSK4上 UNIT7,身体状况
227,辛苦,ADJ,4.1,HSK4上 UNIT7,身体状况
227,肚子,N,4.1,HSK4上 UNIT7,身体状况
227,感情,N,4.1,HSK4上 UNIT7,身体状况
228,烦恼,ADJ,4.1,HSK4上 UNIT7,身体状况
228,跑掉,V,4.1,HSK4上 UNIT7,身体状况
228,巧克力,N,4.1,HSK4上 UNIT8,生活中的美
229,亲戚,N,4.1,HSK4上 UNIT8,生活中的美
229,伤心,ADJ,4.1,HSK4上 UNIT8,生活中的美
229,使人,V,4.1,HSK4上 UNIT8,生活中的美
230,愉快,ADJ,4.1,HSK4上 UNIT8,生活中的美
230,景色,N,4.1,HSK4上 UNIT8,生活中的美
230,心情,N,4.1,HSK4上 UNIT8,生活中的美
231,放松,V,4.1,HSK4上 UNIT8,生活中的美
231,压力,N,4.1,HSK4上 UNIT8,生活中的美
231,回忆,V,4.1,HSK4上 UNIT8,生活中的美
231,发生,V,4.1,HSK4上 UNIT8,生活中的美
232,成为,V,4.1,HSK4上 UNIT8,生活中的美
232,只要,CONJ,4.1,HSK4上 UNIT8,生活中的美
233,师傅,N,4.1,HSK4上 UNIT8,生活中的美
233,大使馆,N,4.1,HSK4上 UNIT8,生活中的美
233,堵车,V,4.1,HSK4上 UNIT8,生活中的美
233,耐心,N,4.1,HSK4上 UNIT8,生活中的美
233,距离,N,4.1,HSK4上 UNIT8,生活中的美
234,生命,N,4.1,HSK4上 UNIT8,生活中的美
234,缺少,V,4.1,HSK4上 UNIT8,生活中的美
234,到处,ADV,4.1,HSK4上 UNIT8,生活中的美
234,态度,N,4.1,HSK4上 UNIT8,生活中的美
234,因此,CONJ,4.1,HSK4上 UNIT8,生活中的美
234,科学,N,4.1,HSK4上 UNIT8,生活中的美
235,证明,V,4.1,HSK4上 UNIT8,生活中的美
235,往往,ADV,4.1,HSK4上 UNIT8,生活中的美
235,阳光,ADJ,4.1,HSK4上 UNIT8,生活中的美
236,积极,ADJ,4.1,HSK4上 UNIT8,生活中的美
236,特点,N,4.1,HSK4上 UNIT8,生活中的美
236,饼干,N,4.1,HSK4上 UNIT9,勇敢
237,难道,ADV,4.1,HSK4上 UNIT9,勇敢
237,就得,PHR,4.1,HSK4上 UNIT9,勇敢
237,坚持,V,4.1,HSK4上 UNIT9,勇敢
238,放弃,V,4.1,HSK4上 UNIT9,勇敢
238,主意,N,4.1,HSK4上 UNIT9,勇敢
238,网球,N,4.1,HSK4上 UNIT9,勇敢
239,轻松,ADJ,4.1,HSK4上 UNIT9,勇敢
239,赢了,V,4.1,HSK4上 UNIT9,勇敢
239,随便,ADJ,4.1,HSK4上 UNIT9,勇敢
240,汗水,N,4.1,HSK4上 UNIT9,勇敢
240,通过,CONJ,4.1,HSK4上 UNIT9,勇敢
240,一篇,QTY,4.1,HSK4上 UNIT9,勇敢
241,作家,N,4.1,HSK4上 UNIT9,勇敢
241,当时,N,4.1,HSK4上 UNIT9,勇敢
241,可是,CONJ,4.1,HSK4上 UNIT9,勇敢
241,正确,ADJ,4.1,HSK4上 UNIT9,勇敢
242,理想,N,4.1,HSK4上 UNIT9,勇敢
242,勇敢,ADJ,4.1,HSK4上 UNIT9,勇敢
243,结果,N,4.1,HSK4上 UNIT9,勇敢
243,失败,V,4.1,HSK4上 UNIT9,勇敢
243,过程,N,4.1,HSK4上 UNIT9,勇敢
244,至少,ADV,4.1,HSK4上 UNIT9,勇敢
244,总结,V,4.1,HSK4上 UNIT9,勇敢
244,取得,V,4.1,HSK4上 UNIT9,勇敢
245,经历,V,4.1,HSK4上 UNIT9,勇敢
245,许多,NUM,4.1,HSK4上 UNIT9,勇敢
245,区别,N,4.1,HSK4上 UNIT9,勇敢
245,暂时,N,4.1,HSK4上 UNIT9,勇敢
246,礼拜天,N,4.1,HSK4上 UNIT10,幸福
246,面对,V,4.1,HSK4上 UNIT9,勇敢
247,空儿,N,4.1,HSK4上 UNIT10,幸福
247,母亲,N,4.1,HSK4上 UNIT10,幸福
248,不过,CONJ,4.1,HSK4上 UNIT10,幸福
248,永远,ADV,4.1,HSK4上 UNIT10,幸福
248,方向,N,4.1,HSK4上 UNIT10,幸福
249,优秀,ADJ,4.1,HSK4上 UNIT10,幸福
249,硕士,N,4.1,HSK4上 UNIT10,幸福
249,翻译,N,4.1,HSK4上 UNIT10,幸福
250,确实,ADV,4.1,HSK4上 UNIT10,幸福
250,兴奋,ADJ,4.1,HSK4上 UNIT10,幸福
250,拉着,V,4.1,HSK4上 UNIT10,幸福
250,建议,N,4.1,HSK4上 UNIT10,幸福
251,职业,N,4.1,HSK4上 UNIT10,幸福
251,关键,N,4.1,HSK4上 UNIT10,幸福
251,将来,N,4.1,HSK4上 UNIT10,幸福
252,发展,V,4.1,HSK4上 UNIT10,幸福
252,躺在,V,4.1,HSK4上 UNIT10,幸福
252,困了,ADJ,4.1,HSK4上 UNIT10,幸福
252,经济,N,4.1,HSK4上 UNIT10,幸福
253,等等,AUX,4.1,HSK4上 UNIT10,幸福
253,条件,N,4.1,HSK4上 UNIT10,幸福
253,富人,ADJ,4.1,HSK4上 UNIT10,幸福
253,穷人,ADJ,4.1,HSK4上 UNIT10,幸福
253,由于,CONJ,4.1,HSK4上 UNIT10,幸福
253,比如,V,4.1,HSK4上 UNIT10,幸福
254,橡皮,N,4.1,HSK4上 UNIT10,幸福
254,一块糖,N,4.1,HSK4上 UNIT10,幸福
254,高低,ADJ,4.1,HSK4上 UNIT10,幸福
254,答案,N,4.1,HSK4上 UNIT10,幸福
254,流利,ADJ,4.2,HSK4下 UNIT11,读书
255,厉害,ADJ,4.2,HSK4下 UNIT11,读书
255,语法,N,4.2,HSK4下 UNIT11,读书
255,准确,ADJ,4.2,HSK4下 UNIT11,读书
256,词语,N,4.2,HSK4下 UNIT11,读书
256,连中文,PHR,4.2,HSK4下 UNIT11,读书
256,大卫,PN,4.2,HSK4下 UNIT11,读书
256,阅读,V,4.2,HSK4下 UNIT11,读书
257,来得及,V,4.2,HSK4下 UNIT11,读书
257,复杂,ADJ,4.2,HSK4下 UNIT11,读书
257,只好,ADV,4.2,HSK4下 UNIT11,读书
258,填空,V,4.2,HSK4下 UNIT11,读书
258,随便猜,V,4.2,HSK4下 UNIT11,读书
258,否则,CONJ,4.2,HSK4下 UNIT11,读书
259,客厅,N,4.2,HSK4下 UNIT11,读书
259,无论,CONJ,4.2,HSK4下 UNIT11,读书
259,杂志,N,4.2,HSK4下 UNIT11,读书
259,著名,ADJ,4.2,HSK4下 UNIT11,读书
260,一页,QTY,4.2,HSK4下 UNIT11,读书
260,增加,V,4.2,HSK4下 UNIT11,读书
260,文章,N,4.2,HSK4下 UNIT11,读书
261,之一,AUX,4.2,HSK4下 UNIT11,读书
261,内容,N,4.2,HSK4下 UNIT11,读书
261,然而,CONJ,4.2,HSK4下 UNIT11,读书
261,看法,N,4.2,HSK4下 UNIT11,读书
261,相同,ADJ,4.2,HSK4下 UNIT11,读书
262,顺序,N,4.2,HSK4下 UNIT11,读书
262,表示,V,4.2,HSK4下 UNIT11,读书
262,养成,V,4.2,HSK4下 UNIT11,读书
263,同时,CONJ,4.2,HSK4下 UNIT11,读书
263,精彩,ADJ,4.2,HSK4下 UNIT11,读书
263,规定,N,4.2,HSK4下 UNIT12,用心发现
264,死的,ADJ,4.2,HSK4下 UNIT12,用心发现
264,可惜,ADJ,4.2,HSK4下 UNIT12,用心发现
264,全部,N,4.2,HSK4下 UNIT12,用心发现
264,也许,ADV,4.2,HSK4下 UNIT12,用心发现
